OBJECTID_1,State,CIS_Name,Name_Short,ST_Fips,CID,COUNTY_CIS
7733,Alabama,"Hoover, City Of",Hoover,01,010123,Shelby County/Jefferson County
7734,Alabama,"Helena, City Of",Helena,01,010294,Shelby County
7735,Alabama,"Birmingham, City Of",Birmingham,01,010116,Jefferson County
7736,Alabama,"Tuskegee, City Of",Tuskegee,01,010150,Macon County
7737,Alabama,"Shorter, Town Of",Shorter,01,010512,Macon County
7738,Alabama,"Notasulga, Town Of",Notasulga,01,010149,Macon County
7739,Alabama,"Franklin, Town Of",Franklin,01,010385,Macon County
7740,Alabama,"Prattville, City Of",Prattville,01,010002,Elmore County/Autauga County
7741,Alabama,"Millbrook, City Of",Millbrook,01,010370,Autauga County/Elmore County
7742,Alabama,"Heath, Town Of",Heath,01,010343,Covington County
7743,Alabama,"Gantt, Town Of",Gantt,01,010053,Covington County
7744,Alabama,"Florala, City Of",Florala,01,010332,Covington County
7745,Alabama,"Carolina, Town Of",Carolina,01,010240,Covington County
7746,Alabama,"Babbie, Town Of",Babbie,01,010242,Covington County
7747,Alabama,"Andalusia, City Of",Andalusia,01,010331,Covington County
7748,Alabama,"Waldo, Town Of",Waldo,01,015015,Talladega County
7749,Alabama,"Talledega Springs, Town Of",Talladega Springs,01,010470,Talladega County
7750,Alabama,"Talladega, City Of",Talladega,01,010200,Talladega County
7751,Alabama,"Sylacauga, City Of",Sylacauga,01,010199,Talladega County
7752,Alabama,"Oak Grove, Town Of",Oak Grove,01,010469,Talladega County
7753,Alabama,"Lincoln, City Of",Lincoln,01,010198,Talladega County
7754,Alabama,"Bon Air, Town Of",Bon Air,01,010296,Talladega County
7755,Alabama,"Childersburg, City Of",Childersburg,01,010197,Talladega County
7756,Alabama,"Sipsey, Town Of",Sipsey,01,010300,Walker County
7757,Alabama,"Parrish, Town Of",Parrish,01,010298,Walker County
7758,Alabama,"Oakman, Town Of",Oakman,01,010299,Walker County
7759,Alabama,"Kansas, Town Of",Kansas,01,010390,Walker County
7760,Alabama,"Jasper, City Of",Jasper,01,010206,Walker County
7761,Alabama,"Eldridge, Town Of",Eldridge,01,010382,Walker County
7762,Alabama,"Dora, City Of",Dora,01,010381,Walker County
7763,Alabama,"Cordova, City Of",Cordova,01,010205,Walker County
7764,Alabama,"Carbon Hill, City Of",Carbon Hill,01,010204,Walker County
7765,Alabama,"Sumiton, Town Of",Sumiton,01,010400,Jefferson County
7766,Alabama,"Walnut Grove, Town Of",Walnut Grove,01,010252,Etowah County
7767,Alabama,"Ridgeville, Town Of",Ridgeville,01,010493,Etowah County
7768,Alabama,"Rainbow City, City Of",Rainbow City,01,010351,Etowah County
7769,Alabama,"Hokes Bluff, City Of",Hokes Bluff,01,010254,Etowah County
7770,Alabama,"Gadsden, City Of",Gadsden,01,010080,Etowah County
7771,Alabama,"Attalla, City Of",Attalla,01,010079,Etowah County
7772,Alabama,"Thorsby, Town Of",Thorsby,01,010344,Chilton County
7773,Alabama,"Reform, Town Of",Reform,01,010221,Pickens County
7774,Alabama,"Maplesville, Town Of",Maplesville,01,010032,Chilton County
7775,Alabama,"Jemison, Town Of",Jemison,01,010501,Chilton County
7776,Alabama,"Clanton, City Of",Clanton,01,010031,Chilton County
7777,Alabama,"Calera, City Of",Calera,01,010373,Chilton County/Shelby County
7778,Alabama,"Woodstock, Town Of",Woodstock,01,015013,Tuscaloosa County/Bibb County
7779,Alabama,"Vance, Town Of",Vance,01,010428,Bibb County/Tuscaloosa County
7780,Alabama,"Tuscaloosa, City Of",Tuscaloosa,01,010203,Tuscaloosa County
7781,Alabama,"Northport, City Of",Northport,01,010202,Tuscaloosa County
7782,Alabama,"Moundville, Town Of",Moundville,01,010096,Tuscaloosa County/Hale County
7783,Alabama,"Lake View, Town Of",Lake View,01,010483,Jefferson County/Tuscaloosa County
7784,Alabama,"Pickensville, Town Of",Pickensville,01,010423,Pickens County
7785,Alabama,"Memphis, Town Of",Memphis,01,010520,Pickens County
7786,Alabama,"Mcmullen, Town Of",McMullen,01,010521,Pickens County
7787,Alabama,"Gordo, Town Of",Gordo,01,010220,Pickens County
7788,Alabama,"Ethelsville, Town Of",Ethelsville,01,010281,Pickens County
7789,Alabama,"Carrollton, Town Of",Carrollton,01,010181,Pickens County
7790,Alabama,"Aliceville, City Of",Aliceville,01,010180,Pickens County
7791,Alabama,"New Site, Town Of",New Site,01,010395,Tallapoosa County
7792,Alabama,"Coker, Town Of",Coker,01,010481,Tuscaloosa County
7793,Alabama,"Coaling, Town Of",Coaling,01,010480,Tuscaloosa County
7794,Alabama,"Brookwood, Town Of",Brookwood,01,010431,Tuscaloosa County
7795,Alabama,"Pinckard, Town Of",Pinckard,01,010249,Dale County
7796,Alabama,"Ozark, City Of",Ozark,01,010062,Dale County
7797,Alabama,"Newton, Town Of",Newton,01,010419,Dale County
7798,Alabama,"Napier Field, City Of",Napier Field,01,010476,Dale County
7799,Alabama,"Midland City, City Of",Midland City,01,010248,Dale County
7800,Alabama,"Level Plains, City Of",Level Plains,01,010416,Dale County
7801,Alabama,"Grimes, Town Of",Grimes,01,010475,Dale County
7802,Alabama,"Daleville, City Of",Daleville,01,010061,Dale County
7803,Alabama,"Clayhatchee, Town Of",Clayhatchee,01,010415,Dale County
7804,Alabama,"Ariton, Town Of",Ariton,01,010411,Dale County
7805,Alabama,"Jackson'S Gap, Town Of",Jacksons' Gap,01,010499,Tallapoosa County
7806,Alabama,"Goldville, Town Of",Goldville,01,010465,Tallapoosa County
7807,Alabama,"Daviston, Town Of",Daviston,01,010380,Tallapoosa County
7808,Alabama,"Dadeville, City Of",Dadeville,01,010211,Tallapoosa County
7809,Alabama,"Camp Hill, Town Of",Camp Hill,01,010374,Tallapoosa County
7810,Alabama,"Alexander City, City Of",Alexander City,01,010210,Tallapoosa County
7811,Alabama,"Slocomb, City Of",Slocomb,01,010089,Geneva County
7812,Alabama,"Samson, City Of",Samson,01,010088,Geneva County
7813,Alabama,"Malvern, Town Of",Malvern,01,010087,Geneva County
7814,Alabama,"Hartford, City Of",Hartford,01,010086,Geneva County
7815,Alabama,"Geneva, City Of",Geneva,01,010085,Geneva County
7816,Alabama,"Satsuma, City Of",Satsuma,01,010172,Mobile County
7817,Alabama,"Saraland, City Of",Saraland,01,010171,Mobile County
7818,Alabama,"Prichard, City Of",Prichard,01,010170,Mobile County
7819,Alabama,"Mount Vernon, Town Of",Mount Vernon,01,010169,Mobile County
7820,Alabama,"Enterprise, City Of",Enterprise,01,010045,Dale County/Coffee County
7821,Alabama,"Yellow Bluff, Town Of",Yellow Bluff,01,010517,Wilcox County
7822,Alabama,"Pine Hill, Town Of",Pine Hill,01,010397,Wilcox County
7823,Alabama,"Pine Apple, Town Of",Pine Apple,01,010516,Wilcox County
7824,Alabama,"Oak Hill, Town Of",Oak Hill,01,010518,Wilcox County
7825,Alabama,"Camden, City Of",Camden,01,010471,Wilcox County
7826,Alabama,"Coffee Springs,  Town Of",Coffee Springs,01,010408,Geneva County
7827,Alabama,"Black, Town Of",Black,01,010257,Geneva County
7828,Alabama,"Creola, City Of",Creola,01,010409,Mobile County
7829,Alabama,"Citronelle, City Of",Citronelle,01,010277,Mobile County
7830,Alabama,"Chickasaw, City Of",Chickasaw,01,015003,Mobile County
7831,Alabama,"York, City Of",York,01,010196,Sumter County
7832,Alabama,"Livingston, City Of",Livingston,01,010195,Sumter County
7833,Alabama,"Geiger, Town Of",Geiger,01,010386,Sumter County
7834,Alabama,"Gainesville, Town Of",Gainesville,01,010295,Sumter County
7835,Alabama,"Epes, Town Of",Epes,01,010383,Sumter County
7836,Alabama,"Emelle, Town Of",Emelle,01,015014,Sumter County
7837,Alabama,"Cuba, Town Of",Cuba,01,010379,Sumter County
7838,Alabama,"Weaver, City Of",Weaver,01,010025,Calhoun County
7839,Alabama,"Southside, City Of",Southside,01,010082,Etowah County
7840,Alabama,"Oxford, City Of",Oxford,01,010023,Talladega County/Calhoun County
7841,Alabama,"Ohatchee, Town Of",Ohatchee,01,010232,Calhoun County
7842,Alabama,"Jacksonville, City Of",Jacksonville,01,010022,Calhoun County
7843,Alabama,"Hobson City, Town Of",Hobson City,01,010021,Calhoun County
7844,Alabama,"Glencoe, City Of",Glencoe,01,010081,Etowah County
7845,Alabama,"Anniston, City Of",Anniston,01,010020,Calhoun County
7846,Alabama,"Twin, Town Of",Twin,01,010510,Marion County
7847,Alabama,"Guin, City Of",Guin,01,010162,Marion County
7848,Alabama,"Brilliant, Town Of",Brilliant,01,010342,Marion County
7849,Alabama,"Winfield, City Of",Winfield,01,010164,Marion County
7850,Alabama,"Gu-Win, Town Of",Gu-Win,01,010458,Marion County
7851,Alabama,"Glen Allen, Town Of",Glen Allen,01,010256,Fayette County
7852,Alabama,"Uniontown, City Of",Uniontown,01,010279,Perry County
7853,Alabama,"Marion, City Of",Marion,01,010313,Perry County
7854,Alabama,"Wetumpka, City Of",Wetumpka,01,010070,Elmore County
7855,Alabama,"Elmore, Town Of",Elmore,01,010490,Elmore County
7856,Alabama,"Eclectic, Town Of",Eclectic,01,010489,Elmore County
7857,Alabama,"Deatsville, Town Of",Deatsville,01,010488,Elmore County
7858,Alabama,"Coosada, Town Of",Coosada,01,015012,Elmore County
7859,Alabama,"Tallassee, City Of",Tallassee,01,010069,Tallapoosa County/Elmore County
7860,Alabama,"Millry, Town Of",Millry,01,010207,Washington County
7861,Alabama,"Mcintosh, Town Of",McIntosh,01,010525,Washington County
7862,Alabama,"Chatom, Town Of",Chatom,01,010376,Washington County
7863,Alabama,"Waverly, City Of",Waverly,01,010492,Chambers County
7864,Alabama,"Valley, City Of",Valley,01,010424,Chambers County
7865,Alabama,"Lanett, City Of",Lanett,01,010029,Chambers County
7866,Alabama,"Lafayette, City Of",La Fayette,01,010028,Chambers County
7867,Alabama,"Five Points, Town Of",Five Points,01,010027,Chambers County
7868,Alabama,"Troy, City Of",Troy,01,010285,Pike County
7869,Alabama,"Goshen, Town Of",Goshen,01,010284,Pike County
7870,Alabama,"Brundidge, City Of",Brundidge,01,010347,Pike County
7871,Alabama,"Banks, Town Of",Banks,01,010479,Pike County
7872,Alabama,"Thomasville, City Of",Thomasville,01,010041,Clarke County
7873,Alabama,"Jackson, City Of",Jackson,01,010040,Clarke County
7874,Alabama,"Grove Hill, Town Of",Grove Hill,01,010039,Clarke County
7875,Alabama,"Fulton, Town Of",Fulton,01,010038,Clarke County
7876,Alabama,"Coffeeville, Town Of",Coffeeville,01,010484,Clarke County
7877,Alabama,"Vincent, Town Of",Vincent,01,010292,Talladega County/Shelby County
7878,Alabama,"Steele, Town Of",Steele,01,010291,St. Clair County
7879,Alabama,"Springville, City Of",Springville,01,010289,St. Clair County
7880,Alabama,"Riverside, City Of",Riverside,01,010288,St. Clair County
7881,Alabama,"Ragland, Town Of",Ragland,01,010190,St. Clair County
7882,Alabama,"Pell City, City Of",Pell City,01,010189,St. Clair County
7883,Alabama,"Odenville, City Of",Odenville,01,010188,St. Clair County
7884,Alabama,"Moody, City Of",Moody,01,010187,St. Clair County
7885,Alabama,"Margaret, City Of",Margaret,01,010393,St. Clair County
7886,Alabama,"Ashville, City Of",Ashville,01,010186,St. Clair County
7887,Alabama,"Trussville, City Of",Trussville,01,010133,St. Clair County/Jefferson County
7888,Alabama,"Leeds, City Of",Leeds,01,010125,St. Clair County/Jefferson County
7889,Alabama,"Argo, City Of",Argo,01,010450,St. Clair County/Jefferson County
7890,Alabama,"White Hall, Town Of",White Hall,01,010507,Lowndes County
7891,Alabama,"Mosses, Town Of",Mosses,01,010509,Lowndes County
7892,Alabama,"Lowndesboro, Town Of",Lowndesboro,01,010508,Lowndes County
7893,Alabama,"Hayneville, Town Of",Hayneville,01,010341,Lowndes County
7894,Alabama,"Gordonville, Town Of",Gordonville,01,010506,Lowndes County
7895,Alabama,"Union Springs, City Of",Union Springs,01,010016,Bullock County
7896,Alabama,"Midway, Town Of",Midway,01,010165,Bullock County
7897,Alabama,"Fort Deposit, Town Of",Fort Deposit,01,010384,Lowndes County
7898,Alabama,"Benton, Town Of",Benton,01,015002,Lowndes County
7899,Alabama,"Union, Town Of",Union,01,010515,Greene County
7900,Alabama,"Forkland, Town Of",Forkland,01,010514,Greene County
7901,Alabama,"Eutaw, City Of",Eutaw,01,010093,Greene County
7902,Alabama,"Boligee, City Of",Boligee,01,010092,Greene County
7903,Alabama,"Rockford, Town Of",Rockford,01,010443,Coosa County
7904,Alabama,"Kellyton, Town Of",Kellyton,01,010522,Coosa County
7905,Alabama,"Goodwater, Town Of",Goodwater,01,010387,Coosa County
7906,Alabama,"Rosa, Town Of",Rosa,01,010044,Blount County
7907,Alabama,"Oneonta, City Of",Oneonta,01,010015,Blount County
7908,Alabama,"Nectar, Town Of",Nectar,01,010147,Blount County
7909,Alabama,"Locust Fork, Town Of",Locust Fork,01,010003,Blount County
7910,Alabama,"Highland Lake, Town Of",Highland Lake,01,010019,Blount County
7911,Alabama,"Hayden, Town Of",Hayden,01,010008,Blount County
7912,Alabama,"Hurtsboro, Town Of",Hurtsboro,01,010185,Russell County
7913,Alabama,"New Brockton, Town Of",New Brockton,01,010238,Coffee County
7914,Alabama,"Kinston, Town Of",Kinston,01,010237,Coffee County
7915,Alabama,"Elba, City Of",Elba,01,015004,Coffee County
7916,Alabama,"Garden City, Town Of",Garden City,01,010436,Cullman County
7917,Alabama,"Cleveland, Town Of",Cleveland,01,010228,Blount County
7918,Alabama,"Altoona, Town Of",Altoona,01,010078,Blount County/Etowah County
7919,Alabama,"Allgood, Town Of",Allgood,01,010229,Blount County
7920,Alabama,"Trafford, Town Of",Trafford,01,010262,Jefferson County
7921,Alabama,"County Line, Town Of",County Line,01,010422,Blount County
7922,Alabama,"Nauvoo, Town Of",Nauvoo,01,010394,Walker County
7923,Alabama,"Natural Bridge, Town Of",Natural Bridge,01,010503,Winston County
7924,Alabama,"Vrendenburgh City, City Of",Vredenburgh,01,010463,Monroe County
7925,Alabama,"Monroeville, City Of",Monroeville,01,010173,Monroe County
7926,Alabama,"Frisco City, City Of",Frisco City,01,010462,Monroe County
7927,Alabama,"Excel City, City Of",Excel,01,010461,Monroe County
7928,Alabama,"Beatrice City, City Of",Beatrice,01,010460,Monroe County
7929,Alabama,"New Bern, Town Of",Newbern,01,010412,Hale County
7930,Alabama,"Greensboro, City Of",Greensboro,01,010336,Hale County
7931,Alabama,"Akron, Town Of",Akron,01,010095,Hale County
7932,Alabama,"Vernon, City Of",Vernon,01,010139,Lamar County
7933,Alabama,"Sulligent, Town Of",Sulligent,01,010138,Lamar County
7934,Alabama,"Millport, Town Of",Millport,01,010137,Lamar County
7935,Alabama,"Kennedy, Town Of",Kennedy,01,010136,Lamar County
7936,Alabama,"Detroit,Town Of",Detroit,01,010135,Lamar County
7937,Alabama,"Beaverton, Town Of",Beaverton,01,010134,Lamar County
7938,Alabama,"Toxey, Town Of",Toxey,01,010037,Choctaw County
7939,Alabama,"Silas, Town Of",Silas,01,010036,Choctaw County
7940,Alabama,"Pennington, Town Of",Pennington,01,010035,Choctaw County
7941,Alabama,"Needham, Town Of",Needham,01,010167,Choctaw County
7942,Alabama,"Lisman, Town Of",Lisman,01,010417,Choctaw County
7943,Alabama,"Gilbertown, Town Of",Gilbertown,01,010034,Choctaw County
7944,Alabama,"Pike Road, Town Of",Pike Road,01,010433,Montgomery County
7945,Alabama,"Montgomery, City Of",Montgomery,01,010174,Montgomery County
7946,Alabama,"Riverview, Town Of",Riverview,01,010076,Escambia County
7947,Alabama,"Pollard, Town Of",Pollard,01,010075,Escambia County
7948,Alabama,"Flomaton, Town Of",Flomaton,01,010074,Escambia County
7949,Alabama,"East Brewton, City Of",East Brewton,01,010073,Escambia County
7950,Alabama,"Brewton, City Of",Brewton,01,010072,Escambia County
7951,Alabama,"Atmore, City Of",Atmore,01,010071,Escambia County
7952,Alabama,"Butler, City Of",Butler,01,010033,Choctaw County
7953,Alabama,"Hanceville, City Of",Hanceville,01,010059,Cullman County
7954,Alabama,"Dodge City, Town Of",Dodge City,01,010438,Cullman County
7955,Alabama,"Woodland, Town Of",Woodland,01,010442,Randolph County
7956,Alabama,"Wedowee, Town Of",Wedowee,01,010401,Randolph County
7957,Alabama,"Wadley, Town Of",Wadley,01,010183,Randolph County
7958,Alabama,"Fayette, City Of",Fayette,01,010084,Fayette County
7959,Alabama,"Berry, Town Of",Berry,01,010255,Fayette County
7960,Alabama,"Belk, Town Of",Belk,01,010083,Fayette County
7961,Alabama,"Colony, Town Of",Colony,01,010439,Cullman County
7962,Alabama,"Roanoke, City Of",Roanoke,01,010348,Randolph County
7963,Alabama,"Smiths Station, City Of",Smiths Station,01,010491,Lee County
7964,Alabama,"Opelika, City Of",Opelika,01,010145,Lee County
7965,Alabama,"Loachapoka, Town Of",Loachapoka,01,010414,Lee County
7966,Alabama,"Auburn, City Of",Auburn,01,010144,Lee County
7967,Alabama,"Phenix City, City Of",Phenix City,01,010184,Lee County/Russell County
7968,Alabama,"Fort Rucker, City Of",Fort Rucker,01,010474,Dale County
7969,Arkansas,"Tinsman, City Of",Tinsman,05,050152,Calhoun County
7970,Arkansas,"Thornton, City Of",Thornton,05,050292,Calhoun County
7971,Arkansas,"Harrell, Town Of",Harrell,05,050250,Calhoun County
7972,Arkansas,"Hampton, City Of",Hampton,05,050023,Calhoun County
7973,Arkansas,"Waldo, City Of",Waldo,05,050043,Columbia County
7974,Arkansas,"Taylor, City Of",Taylor,05,050042,Columbia County
7975,Arkansas,"Magnolia, City Of",Magnolia,05,050041,Columbia County
7976,Arkansas,"Mcneil, City Of",McNeil,05,050343,Columbia County
7977,Arkansas,"Emerson, Town Of",Emerson,05,050410,Columbia County
7978,Arkansas,"Rison, City Of",Rison,05,050040,Cleveland County
7979,Arkansas,"Kingsland, City Of",Kingsland,05,050039,Cleveland County
7980,Arkansas,"Murfreesboro,City Of",Murfreesboro,05,050355,Pike County
7981,Arkansas,"Delight, City Of",Delight,05,050405,Pike County
7982,Arkansas,"Antoine, Town Of",Antoine,05,050495,Pike County
7983,Arkansas,"Star City, City Of",Star City,05,050368,Lincoln County
7984,Arkansas,"Grady, City Of",Grady,05,050128,Lincoln County
